2025-12-28 18:45:35,051 | INFO | Logging initialized. Log file: results\continuous_control\run_20251228_184535\run.log
2025-12-28 18:45:35,052 | INFO | Results will be saved to: results\continuous_control\run_20251228_184535
2025-12-28 18:45:35,052 | INFO | Seeds: (29,)
2025-12-28 18:45:35,052 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-28 18:45:35,056 | INFO | Hyperparameter search enabled. Trials to run: 10 (max-trials=10)
2025-12-28 18:45:35,058 | INFO | [trial_001] Starting trial with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-29 09:04:43,426 | INFO | [trial_006 | seed 29] elapsed_time 00:06:57, episode 0007, episode_env_steps 1001, episode_sum_max_reward_per_step 12.950000, episode_sum_max_abs_reward_per_step 12.950000, mean_reward_over_100_episodes_from_training 00.98±00.19, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0015, mean_reward_over_100_episodes_from_eval 01.16±00.18
2025-12-29 09:05:35,647 | INFO | [trial_006 | seed 29] elapsed_time 00:07:49, episode 0008, episode_env_steps 1001, episode_sum_max_reward_per_step 23.559999, episode_sum_max_abs_reward_per_step 23.559999, mean_reward_over_100_episodes_from_training 01.07±00.31, mean_exploration_ratio_over_100_episodes_from_training 0.0151±0.0015, mean_reward_over_100_episodes_from_eval 01.23±00.28
2025-12-29 09:06:27,230 | INFO | [trial_006 | seed 29] elapsed_time 00:08:40, episode 0009, episode_env_steps 1001, episode_sum_max_reward_per_step 24.039999, episode_sum_max_abs_reward_per_step 24.039999, mean_reward_over_100_episodes_from_training 01.14±00.36, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0015, mean_reward_over_100_episodes_from_eval 01.29±00.30
2025-12-29 09:07:25,243 | INFO | [trial_006 | seed 29] elapsed_time 00:09:38, episode 0010, episode_env_steps 1001, episode_sum_max_reward_per_step 26.229999, episode_sum_max_abs_reward_per_step 26.229999, mean_reward_over_100_episodes_from_training 01.23±00.46, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0015, mean_reward_over_100_episodes_from_eval 01.36±00.38
2025-12-29 09:08:26,777 | INFO | [trial_006 | seed 29] elapsed_time 00:10:40, episode 0011, episode_env_steps 1001, episode_sum_max_reward_per_step 26.979999, episode_sum_max_abs_reward_per_step 26.979999, mean_reward_over_100_episodes_from_training 01.32±00.52, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0014, mean_reward_over_100_episodes_from_eval 01.47±00.50
2025-12-29 09:09:21,810 | INFO | [trial_006 | seed 29] elapsed_time 00:11:35, episode 0012, episode_env_steps 1001, episode_sum_max_reward_per_step 29.209999, episode_sum_max_abs_reward_per_step 29.209999, mean_reward_over_100_episodes_from_training 01.42±00.61, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0014, mean_reward_over_100_episodes_from_eval 01.60±00.66
2025-12-29 09:10:25,696 | INFO | [trial_006 | seed 29] elapsed_time 00:12:39, episode 0013, episode_env_steps 1001, episode_sum_max_reward_per_step 31.889999, episode_sum_max_abs_reward_per_step 31.889999, mean_reward_over_100_episodes_from_training 01.53±00.71, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0013, mean_reward_over_100_episodes_from_eval 01.69±00.71
2025-12-29 09:11:22,063 | INFO | [trial_006 | seed 29] elapsed_time 00:13:35, episode 0014, episode_env_steps 1001, episode_sum_max_reward_per_step 33.209999, episode_sum_max_abs_reward_per_step 33.209999, mean_reward_over_100_episodes_from_training 01.66±00.83, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0013, mean_reward_over_100_episodes_from_eval 01.85±00.93
2025-12-29 09:12:15,779 | INFO | [trial_006 | seed 29] elapsed_time 00:14:29, episode 0015, episode_env_steps 1001, episode_sum_max_reward_per_step 32.219999, episode_sum_max_abs_reward_per_step 32.219999, mean_reward_over_100_episodes_from_training 01.78±00.93, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0013, mean_reward_over_100_episodes_from_eval 02.11±01.34
2025-12-29 09:13:13,242 | INFO | [trial_006 | seed 29] elapsed_time 00:15:26, episode 0016, episode_env_steps 1001, episode_sum_max_reward_per_step 37.309999, episode_sum_max_abs_reward_per_step 37.309999, mean_reward_over_100_episodes_from_training 01.96±01.16, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0013, mean_reward_over_100_episodes_from_eval 02.27±01.45
2025-12-29 09:14:20,221 | INFO | [trial_006 | seed 29] elapsed_time 00:16:33, episode 0017, episode_env_steps 1001, episode_sum_max_reward_per_step 36.739999, episode_sum_max_abs_reward_per_step 36.739999, mean_reward_over_100_episodes_from_training 02.15±01.39, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0012, mean_reward_over_100_episodes_from_eval 02.48±01.65
2025-12-29 09:15:24,405 | INFO | [trial_006 | seed 29] elapsed_time 00:17:38, episode 0018, episode_env_steps 1001, episode_sum_max_reward_per_step 38.919999, episode_sum_max_abs_reward_per_step 38.919999, mean_reward_over_100_episodes_from_training 02.38±01.67, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0012, mean_reward_over_100_episodes_from_eval 02.73±01.93
2025-12-29 09:16:26,172 | INFO | [trial_006 | seed 29] elapsed_time 00:18:39, episode 0019, episode_env_steps 1001, episode_sum_max_reward_per_step 38.849999, episode_sum_max_abs_reward_per_step 38.849999, mean_reward_over_100_episodes_from_training 02.64±01.98, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0012, mean_reward_over_100_episodes_from_eval 02.94±02.09
2025-12-29 09:17:23,362 | INFO | [trial_006 | seed 29] elapsed_time 00:19:37, episode 0020, episode_env_steps 1001, episode_sum_max_reward_per_step 38.329999, episode_sum_max_abs_reward_per_step 38.329999, mean_reward_over_100_episodes_from_training 02.85±02.15, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0011, mean_reward_over_100_episodes_from_eval 03.23±02.43
2025-12-29 09:18:18,616 | INFO | [trial_006 | seed 29] elapsed_time 00:20:32, episode 0021, episode_env_steps 1001, episode_sum_max_reward_per_step 39.079999, episode_sum_max_abs_reward_per_step 39.079999, mean_reward_over_100_episodes_from_training 03.09±02.37, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0011, mean_reward_over_100_episodes_from_eval 03.41±02.50
2025-12-29 09:19:13,327 | INFO | [trial_006 | seed 29] elapsed_time 00:21:27, episode 0022, episode_env_steps 1001, episode_sum_max_reward_per_step 38.979999, episode_sum_max_abs_reward_per_step 38.979999, mean_reward_over_100_episodes_from_training 03.28±02.48, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0011, mean_reward_over_100_episodes_from_eval 03.66±02.72
2025-12-29 09:20:18,510 | INFO | [trial_006 | seed 29] elapsed_time 00:22:32, episode 0023, episode_env_steps 1001, episode_sum_max_reward_per_step 39.369999, episode_sum_max_abs_reward_per_step 39.369999, mean_reward_over_100_episodes_from_training 03.58±02.81, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0011, mean_reward_over_100_episodes_from_eval 03.92±02.94
2025-12-29 09:21:23,982 | INFO | [trial_006 | seed 29] elapsed_time 00:23:37, episode 0024, episode_env_steps 1001, episode_sum_max_reward_per_step 39.429999, episode_sum_max_abs_reward_per_step 39.429999, mean_reward_over_100_episodes_from_training 03.79±02.93, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0011, mean_reward_over_100_episodes_from_eval 03.99±02.90
2025-12-29 09:22:21,046 | INFO | [trial_006 | seed 29] elapsed_time 00:24:34, episode 0025, episode_env_steps 1001, episode_sum_max_reward_per_step 39.109999, episode_sum_max_abs_reward_per_step 39.109999, mean_reward_over_100_episodes_from_training 03.94±02.98, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 04.18±03.00
2025-12-29 09:23:19,238 | INFO | [trial_006 | seed 29] elapsed_time 00:25:32, episode 0026, episode_env_steps 1001, episode_sum_max_reward_per_step 39.449999, episode_sum_max_abs_reward_per_step 39.449999, mean_reward_over_100_episodes_from_training 04.15±03.11, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 04.36±03.09
2025-12-29 09:24:14,397 | INFO | [trial_006 | seed 29] elapsed_time 00:26:28, episode 0027, episode_env_steps 1001, episode_sum_max_reward_per_step 39.459999, episode_sum_max_abs_reward_per_step 39.459999, mean_reward_over_100_episodes_from_training 04.31±03.16, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 04.50±03.11
2025-12-29 09:25:08,685 | INFO | [trial_006 | seed 29] elapsed_time 00:27:22, episode 0028, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 04.48±03.23, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 04.59±03.09
2025-12-29 09:26:03,038 | INFO | [trial_006 | seed 29] elapsed_time 00:28:16, episode 0029, episode_env_steps 1001, episode_sum_max_reward_per_step 39.369999, episode_sum_max_abs_reward_per_step 39.369999, mean_reward_over_100_episodes_from_training 04.62±03.28, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 04.75±03.16
2025-12-29 09:26:57,509 | INFO | [trial_006 | seed 29] elapsed_time 00:29:11, episode 0030, episode_env_steps 1001, episode_sum_max_reward_per_step 39.329999, episode_sum_max_abs_reward_per_step 39.329999, mean_reward_over_100_episodes_from_training 04.81±03.39, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 05.01±03.43
2025-12-29 09:27:50,199 | INFO | [trial_006 | seed 29] elapsed_time 00:30:03, episode 0031, episode_env_steps 1001, episode_sum_max_reward_per_step 39.469999, episode_sum_max_abs_reward_per_step 39.469999, mean_reward_over_100_episodes_from_training 05.01±03.52, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 05.19±03.51
2025-12-29 09:28:44,697 | INFO | [trial_006 | seed 29] elapsed_time 00:30:58, episode 0032, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 05.23±03.67, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 05.40±03.66
2025-12-29 09:29:38,814 | INFO | [trial_006 | seed 29] elapsed_time 00:31:52, episode 0033, episode_env_steps 1001, episode_sum_max_reward_per_step 39.519999, episode_sum_max_abs_reward_per_step 39.519999, mean_reward_over_100_episodes_from_training 05.46±03.86, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 05.61±03.81
2025-12-29 09:30:48,947 | INFO | [trial_006 | seed 29] elapsed_time 00:33:02, episode 0034, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 05.70±04.04, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 05.81±03.92
2025-12-29 09:31:42,316 | INFO | [trial_006 | seed 29] elapsed_time 00:33:56, episode 0035, episode_env_steps 1001, episode_sum_max_reward_per_step 39.479999, episode_sum_max_abs_reward_per_step 39.479999, mean_reward_over_100_episodes_from_training 05.89±04.14, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 06.03±04.09
2025-12-29 09:32:36,314 | INFO | [trial_006 | seed 29] elapsed_time 00:34:50, episode 0036, episode_env_steps 1001, episode_sum_max_reward_per_step 39.529999, episode_sum_max_abs_reward_per_step 39.529999, mean_reward_over_100_episodes_from_training 06.09±04.26, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 06.20±04.16
2025-12-29 09:33:32,719 | INFO | [trial_006 | seed 29] elapsed_time 00:35:46, episode 0037, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 06.26±04.33, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 06.47±04.42
2025-12-29 09:34:32,207 | INFO | [trial_006 | seed 29] elapsed_time 00:36:45, episode 0038, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 06.49±04.50, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 06.81±04.84
2025-12-29 09:35:30,631 | INFO | [trial_006 | seed 29] elapsed_time 00:37:44, episode 0039, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 06.77±04.78, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 07.11±05.13
2025-12-29 09:36:25,253 | INFO | [trial_006 | seed 29] elapsed_time 00:38:38, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 07.06±05.07, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 07.41±05.41
2025-12-29 09:37:18,668 | INFO | [trial_006 | seed 29] elapsed_time 00:39:32, episode 0041, episode_env_steps 1001, episode_sum_max_reward_per_step 39.469999, episode_sum_max_abs_reward_per_step 39.469999, mean_reward_over_100_episodes_from_training 07.37±05.39, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 07.79±05.88
2025-12-29 09:38:24,756 | INFO | [trial_006 | seed 29] elapsed_time 00:40:38, episode 0042, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 07.82±06.07, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 08.32±06.74
2025-12-29 09:39:21,683 | INFO | [trial_006 | seed 29] elapsed_time 00:41:35, episode 0043, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 08.24±06.61, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 08.64±06.99
2025-12-29 09:40:21,835 | INFO | [trial_006 | seed 29] elapsed_time 00:42:35, episode 0044, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 08.69±07.16, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0011, mean_reward_over_100_episodes_from_eval 09.20±07.87
2025-12-29 09:41:28,193 | INFO | [trial_006 | seed 29] elapsed_time 00:43:41, episode 0045, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 09.21±07.92, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0011, mean_reward_over_100_episodes_from_eval 09.74±08.57
2025-12-29 09:42:26,039 | INFO | [trial_006 | seed 29] elapsed_time 00:44:39, episode 0046, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 09.73±08.58, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0011, mean_reward_over_100_episodes_from_eval 10.15±08.92
2025-12-29 09:43:24,645 | INFO | [trial_006 | seed 29] elapsed_time 00:45:38, episode 0047, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 10.25±09.20, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0012, mean_reward_over_100_episodes_from_eval 10.68±09.53
2025-12-29 09:44:19,354 | INFO | [trial_006 | seed 29] elapsed_time 00:46:33, episode 0048, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 10.74±09.74, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0012, mean_reward_over_100_episodes_from_eval 11.22±10.17
2025-12-29 09:45:16,476 | INFO | [trial_006 | seed 29] elapsed_time 00:47:30, episode 0049, episode_env_steps 1001, episode_sum_max_reward_per_step 39.489999, episode_sum_max_abs_reward_per_step 39.489999, mean_reward_over_100_episodes_from_training 11.26±10.29, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0013, mean_reward_over_100_episodes_from_eval 11.71±10.63
2025-12-29 09:46:13,024 | INFO | [trial_006 | seed 29] elapsed_time 00:48:26, episode 0050, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 11.76±10.80, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0014, mean_reward_over_100_episodes_from_eval 12.19±11.07
2025-12-29 09:47:11,779 | INFO | [trial_006 | seed 29] elapsed_time 00:49:25, episode 0051, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 12.22±11.18, mean_exploration_ratio_over_100_episodes_from_training 0.0150±0.0015, mean_reward_over_100_episodes_from_eval 12.56±11.27
2025-12-29 09:48:08,317 | INFO | [trial_006 | seed 29] elapsed_time 00:50:22, episode 0052, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 12.58±11.38, mean_exploration_ratio_over_100_episodes_from_training 0.0151±0.0015, mean_reward_over_100_episodes_from_eval 12.93±11.47
2025-12-29 09:49:04,330 | INFO | [trial_006 | seed 29] elapsed_time 00:51:18, episode 0053, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 12.98±11.64, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0016, mean_reward_over_100_episodes_from_eval 13.33±11.74
2025-12-29 09:50:01,275 | INFO | [trial_006 | seed 29] elapsed_time 00:52:15, episode 0054, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 13.40±11.93, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0017, mean_reward_over_100_episodes_from_eval 13.61±11.81
2025-12-29 09:50:57,973 | INFO | [trial_006 | seed 29] elapsed_time 00:53:11, episode 0055, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 13.76±12.13, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0018, mean_reward_over_100_episodes_from_eval 13.92±11.93
2025-12-29 09:51:51,900 | INFO | [trial_006 | seed 29] elapsed_time 00:54:05, episode 0056, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 14.10±12.28, mean_exploration_ratio_over_100_episodes_from_training 0.0154±0.0019, mean_reward_over_100_episodes_from_eval 14.23±12.05
2025-12-29 09:52:46,691 | INFO | [trial_006 | seed 29] elapsed_time 00:55:00, episode 0057, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 14.41±12.40, mean_exploration_ratio_over_100_episodes_from_training 0.0154±0.0019, mean_reward_over_100_episodes_from_eval 14.53±12.16
2025-12-29 09:53:44,221 | INFO | [trial_006 | seed 29] elapsed_time 00:55:57, episode 0058, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 14.71±12.51, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0019, mean_reward_over_100_episodes_from_eval 14.89±12.37
2025-12-29 09:54:38,630 | INFO | [trial_006 | seed 29] elapsed_time 00:56:52, episode 0059, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 15.01±12.61, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0020, mean_reward_over_100_episodes_from_eval 15.08±12.35
2025-12-29 09:55:33,546 | INFO | [trial_006 | seed 29] elapsed_time 00:57:47, episode 0060, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 15.27±12.67, mean_exploration_ratio_over_100_episodes_from_training 0.0156±0.0020, mean_reward_over_100_episodes_from_eval 15.42±12.51
2025-12-29 09:56:27,133 | INFO | [trial_006 | seed 29] elapsed_time 00:58:40, episode 0061, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 15.57±12.79, mean_exploration_ratio_over_100_episodes_from_training 0.0157±0.0020, mean_reward_over_100_episodes_from_eval 15.77±12.71
2025-12-29 09:57:20,465 | INFO | [trial_006 | seed 29] elapsed_time 00:59:34, episode 0062, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 15.87±12.90, mean_exploration_ratio_over_100_episodes_from_training 0.0157±0.0021, mean_reward_over_100_episodes_from_eval 16.03±12.78
2025-12-29 09:58:12,580 | INFO | [trial_006 | seed 29] elapsed_time 01:00:26, episode 0063, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 16.11±12.94, mean_exploration_ratio_over_100_episodes_from_training 0.0158±0.0021, mean_reward_over_100_episodes_from_eval 16.27±12.82
2025-12-29 09:59:05,638 | INFO | [trial_006 | seed 29] elapsed_time 01:01:19, episode 0064, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 16.38±13.02, mean_exploration_ratio_over_100_episodes_from_training 0.0158±0.0021, mean_reward_over_100_episodes_from_eval 16.53±12.89
2025-12-29 09:59:58,071 | INFO | [trial_006 | seed 29] elapsed_time 01:02:11, episode 0065, episode_env_steps 1001, episode_sum_max_reward_per_step 39.739999, episode_sum_max_abs_reward_per_step 39.739999, mean_reward_over_100_episodes_from_training 16.66±13.12, mean_exploration_ratio_over_100_episodes_from_training 0.0159±0.0021, mean_reward_over_100_episodes_from_eval 16.82±13.01
2025-12-29 10:00:50,303 | INFO | [trial_006 | seed 29] elapsed_time 01:03:04, episode 0066, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 16.93±13.20, mean_exploration_ratio_over_100_episodes_from_training 0.0159±0.0022, mean_reward_over_100_episodes_from_eval 17.02±13.01
2025-12-29 10:01:42,492 | INFO | [trial_006 | seed 29] elapsed_time 01:03:56, episode 0067, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 17.15±13.23, mean_exploration_ratio_over_100_episodes_from_training 0.0160±0.0022, mean_reward_over_100_episodes_from_eval 17.27±13.08
2025-12-29 10:02:36,208 | INFO | [trial_006 | seed 29] elapsed_time 01:04:49, episode 0068, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 17.42±13.32, mean_exploration_ratio_over_100_episodes_from_training 0.0160±0.0022, mean_reward_over_100_episodes_from_eval 17.46±13.08
2025-12-29 10:03:29,570 | INFO | [trial_006 | seed 29] elapsed_time 01:05:43, episode 0069, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 17.62±13.33, mean_exploration_ratio_over_100_episodes_from_training 0.0161±0.0022, mean_reward_over_100_episodes_from_eval 17.62±13.06
2025-12-29 10:04:20,432 | INFO | [trial_006 | seed 29] elapsed_time 01:06:34, episode 0070, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 17.78±13.30, mean_exploration_ratio_over_100_episodes_from_training 0.0161±0.0022, mean_reward_over_100_episodes_from_eval 17.74±13.00
2025-12-29 10:05:13,039 | INFO | [trial_006 | seed 29] elapsed_time 01:07:26, episode 0071, episode_env_steps 1001, episode_sum_max_reward_per_step 39.449999, episode_sum_max_abs_reward_per_step 39.449999, mean_reward_over_100_episodes_from_training 17.98±13.31, mean_exploration_ratio_over_100_episodes_from_training 0.0161±0.0022, mean_reward_over_100_episodes_from_eval 17.96±13.04
2025-12-29 10:06:05,632 | INFO | [trial_006 | seed 29] elapsed_time 01:08:19, episode 0072, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 18.14±13.29, mean_exploration_ratio_over_100_episodes_from_training 0.0162±0.0022, mean_reward_over_100_episodes_from_eval 18.12±13.02
2025-12-29 10:06:57,952 | INFO | [trial_006 | seed 29] elapsed_time 01:09:11, episode 0073, episode_env_steps 1001, episode_sum_max_reward_per_step 39.439999, episode_sum_max_abs_reward_per_step 39.439999, mean_reward_over_100_episodes_from_training 18.31±13.29, mean_exploration_ratio_over_100_episodes_from_training 0.0162±0.0022, mean_reward_over_100_episodes_from_eval 18.33±13.06
2025-12-29 10:07:51,083 | INFO | [trial_006 | seed 29] elapsed_time 01:10:04, episode 0074, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 18.54±13.34, mean_exploration_ratio_over_100_episodes_from_training 0.0162±0.0022, mean_reward_over_100_episodes_from_eval 18.56±13.12
2025-12-29 10:08:46,946 | INFO | [trial_006 | seed 29] elapsed_time 01:11:00, episode 0075, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 18.78±13.42, mean_exploration_ratio_over_100_episodes_from_training 0.0163±0.0022, mean_reward_over_100_episodes_from_eval 18.80±13.20
2025-12-29 10:09:40,278 | INFO | [trial_006 | seed 29] elapsed_time 01:11:54, episode 0076, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 18.99±13.45, mean_exploration_ratio_over_100_episodes_from_training 0.0163±0.0022, mean_reward_over_100_episodes_from_eval 18.95±13.17
2025-12-29 10:10:35,269 | INFO | [trial_006 | seed 29] elapsed_time 01:12:49, episode 0077, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 19.19±13.48, mean_exploration_ratio_over_100_episodes_from_training 0.0163±0.0022, mean_reward_over_100_episodes_from_eval 19.11±13.17
