2025-12-29 22:50:41,816 | INFO | Logging initialized. Log file: results\continuous_control\run_20251229_225041\run.log
2025-12-29 22:50:41,816 | INFO | Results will be saved to: results\continuous_control\run_20251229_225041
2025-12-29 22:50:41,816 | INFO | Seeds: (33, 41, 66, 39, 8, 77, 21, 20, 44, 22)
2025-12-29 22:50:41,816 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-29 22:50:41,816 | INFO | No hyperparameter search requested; running a single configuration.
2025-12-29 22:50:41,816 | INFO | Using hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 09:26:23,532 | INFO | [default | seed 77] elapsed_time 01:11:50, episode 0075, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.46±10.51, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0021, mean_reward_over_100_episodes_from_eval 29.83±10.47
2025-12-30 09:27:18,812 | INFO | [default | seed 77] elapsed_time 01:12:46, episode 0076, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.54±10.47, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0021, mean_reward_over_100_episodes_from_eval 29.95±10.45
2025-12-30 09:28:14,908 | INFO | [default | seed 77] elapsed_time 01:13:42, episode 0077, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 29.61±10.42, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0021, mean_reward_over_100_episodes_from_eval 30.02±10.40
2025-12-30 09:29:12,975 | INFO | [default | seed 77] elapsed_time 01:14:40, episode 0078, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.66±10.36, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0021, mean_reward_over_100_episodes_from_eval 30.05±10.34
2025-12-30 09:30:09,263 | INFO | [default | seed 77] elapsed_time 01:15:36, episode 0079, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 29.71±10.31, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0021, mean_reward_over_100_episodes_from_eval 30.07±10.27
2025-12-30 09:31:04,187 | INFO | [default | seed 77] elapsed_time 01:16:31, episode 0080, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 29.74±10.25, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0021, mean_reward_over_100_episodes_from_eval 30.12±10.22
2025-12-30 09:31:59,655 | INFO | [default | seed 77] elapsed_time 01:17:27, episode 0081, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.76±10.19, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0021, mean_reward_over_100_episodes_from_eval 30.18±10.17
2025-12-30 09:32:56,929 | INFO | [default | seed 77] elapsed_time 01:18:24, episode 0082, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.85±10.16, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0021, mean_reward_over_100_episodes_from_eval 30.26±10.14
2025-12-30 09:33:53,025 | INFO | [default | seed 77] elapsed_time 01:19:20, episode 0083, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.93±10.12, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0021, mean_reward_over_100_episodes_from_eval 30.30±10.08
2025-12-30 09:34:49,909 | INFO | [default | seed 77] elapsed_time 01:20:17, episode 0084, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.98±10.07, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0021, mean_reward_over_100_episodes_from_eval 30.35±10.04
2025-12-30 09:35:45,910 | INFO | [default | seed 77] elapsed_time 01:21:13, episode 0085, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.05±10.04, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0021, mean_reward_over_100_episodes_from_eval 30.40±09.99
2025-12-30 09:36:42,889 | INFO | [default | seed 77] elapsed_time 01:22:10, episode 0086, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 30.11±09.99, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0021, mean_reward_over_100_episodes_from_eval 30.47±09.95
2025-12-30 09:37:37,737 | INFO | [default | seed 77] elapsed_time 01:23:05, episode 0087, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 30.15±09.94, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0021, mean_reward_over_100_episodes_from_eval 30.54±09.92
2025-12-30 09:38:34,034 | INFO | [default | seed 77] elapsed_time 01:24:01, episode 0088, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 30.21±09.90, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0021, mean_reward_over_100_episodes_from_eval 30.61±09.88
2025-12-30 09:39:31,453 | INFO | [default | seed 77] elapsed_time 01:24:58, episode 0089, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 30.27±09.86, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0021, mean_reward_over_100_episodes_from_eval 30.65±09.83
2025-12-30 09:40:27,076 | INFO | [default | seed 77] elapsed_time 01:25:54, episode 0090, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 30.29±09.81, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.70±09.79
2025-12-30 09:41:25,985 | INFO | [default | seed 77] elapsed_time 01:26:53, episode 0091, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 30.33±09.76, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.75±09.75
2025-12-30 09:42:21,478 | INFO | [default | seed 77] elapsed_time 01:27:48, episode 0092, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 30.39±09.72, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.81±09.71
2025-12-30 09:43:17,432 | INFO | [default | seed 77] elapsed_time 01:28:44, episode 0093, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 30.45±09.69, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.85±09.67
2025-12-30 09:44:13,931 | INFO | [default | seed 77] elapsed_time 01:29:41, episode 0094, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 30.50±09.65, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.90±09.63
2025-12-30 09:45:11,365 | INFO | [default | seed 77] elapsed_time 01:30:38, episode 0095, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 30.53±09.61, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.94±09.59
2025-12-30 09:46:09,093 | INFO | [default | seed 77] elapsed_time 01:31:36, episode 0096, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 30.58±09.57, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0021, mean_reward_over_100_episodes_from_eval 30.98±09.55
2025-12-30 09:47:04,269 | INFO | [default | seed 77] elapsed_time 01:32:31, episode 0097, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 30.64±09.54, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0021, mean_reward_over_100_episodes_from_eval 31.04±09.51
2025-12-30 09:47:59,199 | INFO | [default | seed 77] elapsed_time 01:33:26, episode 0098, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 30.68±09.50, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0021, mean_reward_over_100_episodes_from_eval 31.05±09.47
2025-12-30 09:48:53,482 | INFO | [default | seed 77] Requirement met (evaluation metric): solved at episode 100 with mean_100_eval=31.08
2025-12-30 09:48:53,486 | INFO | [default | seed 77] elapsed_time 01:34:20, episode 0099, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 30.65±09.46, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0021, mean_reward_over_100_episodes_from_eval 31.08±09.42
2025-12-30 09:48:53,487 | INFO | [default | seed 77] --> reached_goal_mean_reward (eval mean_100) OK
2025-12-30 10:19:34,992 | INFO | [default | seed 77] Training complete.
2025-12-30 10:19:34,993 | INFO | [default | seed 77] Solved (evaluation metric) at episode 100.
2025-12-30 10:19:34,993 | INFO | [default | seed 77] Final evaluation score 32.53±1.17 in 3805.68s training, 7502.34s wall.
2025-12-30 10:19:34,993 | INFO | [default | seed 77] Closing UnityVectorEnv (worker_id=77).
2025-12-30 10:19:34,994 | INFO | [Main] Requesting worker 77 to close Unity env.
2025-12-30 10:19:36,429 | INFO | [Main] Worker 77 joined. Unity env fully closed.
2025-12-30 10:19:36,431 | INFO | [default | seed 77] Final eval score: 32.53
2025-12-30 10:19:36,870 | INFO | [default | seed 77] Per-seed evaluation plot saved to results\continuous_control\run_20251229_225041\plots\evaluation_mean100_default_seed_77.png
2025-12-30 10:19:36,870 | INFO | [default | seed 77] Summary appended to results\continuous_control\run_20251229_225041\plots_summary.csv
2025-12-30 10:19:37,062 | INFO | [default | seed 21] Start training with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 10:19:37,062 | INFO | [default | seed 21] === Starting run for seed 21 ===
2025-12-30 10:19:37,062 | INFO | [default | seed 21] Hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 10:19:37,066 | INFO | [default | seed 21] Launching UnityVectorEnv with worker_id=21, seed=21
2025-12-30 10:19:37,066 | INFO | [Main] Spawning worker 21 for Unity env (seed=21). Executable: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-30 10:19:37,082 | INFO | [Main] Worker 21 started (pid=96104).
2025-12-30 10:19:44,303 | INFO | [default | seed 21] Environment batched agents (train): 20
2025-12-30 10:20:17,208 | INFO | [default | seed 21] Environment batched agents (eval): 20
2025-12-30 10:20:37,824 | INFO | [default | seed 21] elapsed_time 00:01:00, episode 0000, episode_env_steps 1001, episode_sum_max_reward_per_step 08.470000, episode_sum_max_abs_reward_per_step 08.470000, mean_reward_over_100_episodes_from_training 00.53±00.00, mean_exploration_ratio_over_100_episodes_from_training 0.0126±0.0000, mean_reward_over_100_episodes_from_eval 00.66±00.00
2025-12-30 10:21:40,145 | INFO | [default | seed 21] elapsed_time 00:02:03, episode 0001, episode_env_steps 1001, episode_sum_max_reward_per_step 17.550000, episode_sum_max_abs_reward_per_step 17.550000, mean_reward_over_100_episodes_from_training 00.83±00.30, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0001, mean_reward_over_100_episodes_from_eval 00.90±00.24
2025-12-30 10:22:36,996 | INFO | [default | seed 21] elapsed_time 00:02:59, episode 0002, episode_env_steps 1001, episode_sum_max_reward_per_step 20.360000, episode_sum_max_abs_reward_per_step 20.360000, mean_reward_over_100_episodes_from_training 01.04±00.39, mean_exploration_ratio_over_100_episodes_from_training 0.0126±0.0002, mean_reward_over_100_episodes_from_eval 01.15±00.40
2025-12-30 10:23:31,528 | INFO | [default | seed 21] elapsed_time 00:03:54, episode 0003, episode_env_steps 1001, episode_sum_max_reward_per_step 20.100000, episode_sum_max_abs_reward_per_step 20.100000, mean_reward_over_100_episodes_from_training 01.14±00.38, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0005, mean_reward_over_100_episodes_from_eval 01.26±00.39
2025-12-30 10:24:26,948 | INFO | [default | seed 21] elapsed_time 00:04:49, episode 0004, episode_env_steps 1001, episode_sum_max_reward_per_step 24.819999, episode_sum_max_abs_reward_per_step 24.819999, mean_reward_over_100_episodes_from_training 01.29±00.46, mean_exploration_ratio_over_100_episodes_from_training 0.0132±0.0009, mean_reward_over_100_episodes_from_eval 01.46±00.55
2025-12-30 10:25:25,483 | INFO | [default | seed 21] elapsed_time 00:05:48, episode 0005, episode_env_steps 1001, episode_sum_max_reward_per_step 28.439999, episode_sum_max_abs_reward_per_step 28.439999, mean_reward_over_100_episodes_from_training 01.50±00.62, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0009, mean_reward_over_100_episodes_from_eval 01.94±01.17
2025-12-30 10:26:22,856 | INFO | [default | seed 21] elapsed_time 00:06:45, episode 0006, episode_env_steps 1001, episode_sum_max_reward_per_step 32.629999, episode_sum_max_abs_reward_per_step 32.629999, mean_reward_over_100_episodes_from_training 01.83±00.99, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0009, mean_reward_over_100_episodes_from_eval 02.30±01.41
2025-12-30 10:27:19,537 | INFO | [default | seed 21] elapsed_time 00:07:42, episode 0007, episode_env_steps 1001, episode_sum_max_reward_per_step 35.849999, episode_sum_max_abs_reward_per_step 35.849999, mean_reward_over_100_episodes_from_training 02.17±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0008, mean_reward_over_100_episodes_from_eval 02.94±02.14
2025-12-30 10:28:18,687 | INFO | [default | seed 21] elapsed_time 00:08:41, episode 0008, episode_env_steps 1001, episode_sum_max_reward_per_step 38.289999, episode_sum_max_abs_reward_per_step 38.289999, mean_reward_over_100_episodes_from_training 02.63±01.79, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0008, mean_reward_over_100_episodes_from_eval 03.51±02.57
2025-12-30 10:29:17,913 | INFO | [default | seed 21] elapsed_time 00:09:40, episode 0009, episode_env_steps 1001, episode_sum_max_reward_per_step 39.249999, episode_sum_max_abs_reward_per_step 39.249999, mean_reward_over_100_episodes_from_training 03.34±02.72, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0008, mean_reward_over_100_episodes_from_eval 04.35±03.52
2025-12-30 10:30:17,906 | INFO | [default | seed 21] elapsed_time 00:10:40, episode 0010, episode_env_steps 1001, episode_sum_max_reward_per_step 39.439999, episode_sum_max_abs_reward_per_step 39.439999, mean_reward_over_100_episodes_from_training 04.22±03.79, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0008, mean_reward_over_100_episodes_from_eval 05.41±04.73
2025-12-30 10:31:16,646 | INFO | [default | seed 21] elapsed_time 00:11:39, episode 0011, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 05.15±04.77, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0007, mean_reward_over_100_episodes_from_eval 06.60±06.03
2025-12-30 10:32:14,702 | INFO | [default | seed 21] elapsed_time 00:12:37, episode 0012, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 06.26±05.99, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0008, mean_reward_over_100_episodes_from_eval 07.70±06.91
2025-12-30 10:33:38,438 | INFO | [default | seed 21] elapsed_time 00:14:01, episode 0013, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 07.34±06.97, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0008, mean_reward_over_100_episodes_from_eval 08.71±07.61
2025-12-30 10:34:35,763 | INFO | [default | seed 21] elapsed_time 00:14:58, episode 0014, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 08.34±07.69, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0009, mean_reward_over_100_episodes_from_eval 09.57±08.02
2025-12-30 10:35:39,596 | INFO | [default | seed 21] elapsed_time 00:16:02, episode 0015, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 09.39±08.49, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0009, mean_reward_over_100_episodes_from_eval 10.61±08.74
2025-12-30 10:36:35,565 | INFO | [default | seed 21] elapsed_time 00:16:58, episode 0016, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 10.40±09.17, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0009, mean_reward_over_100_episodes_from_eval 11.51±09.21
2025-12-30 10:37:55,699 | INFO | [default | seed 21] elapsed_time 00:18:18, episode 0017, episode_env_steps 1001, episode_sum_max_reward_per_step 39.569999, episode_sum_max_abs_reward_per_step 39.569999, mean_reward_over_100_episodes_from_training 11.13±09.41, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0009, mean_reward_over_100_episodes_from_eval 12.36±09.61
2025-12-30 10:38:51,924 | INFO | [default | seed 21] elapsed_time 00:19:14, episode 0018, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 11.91±09.74, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0009, mean_reward_over_100_episodes_from_eval 12.97±09.71
2025-12-30 10:39:49,408 | INFO | [default | seed 21] elapsed_time 00:20:12, episode 0019, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 12.64±10.00, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 13.71±09.99
2025-12-30 10:40:43,538 | INFO | [default | seed 21] elapsed_time 00:21:06, episode 0020, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 13.43±10.38, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 14.28±10.08
2025-12-30 10:41:39,491 | INFO | [default | seed 21] elapsed_time 00:22:02, episode 0021, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 14.11±10.62, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 14.93±10.29
2025-12-30 10:42:33,638 | INFO | [default | seed 21] elapsed_time 00:22:56, episode 0022, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 14.71±10.76, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 15.58±10.52
2025-12-30 10:43:29,114 | INFO | [default | seed 21] elapsed_time 00:23:52, episode 0023, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 15.25±10.85, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 16.14±10.64
2025-12-30 10:44:25,491 | INFO | [default | seed 21] elapsed_time 00:24:48, episode 0024, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 15.82±10.98, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 16.49±10.57
2025-12-30 10:45:21,521 | INFO | [default | seed 21] elapsed_time 00:25:44, episode 0025, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 16.27±11.01, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0009, mean_reward_over_100_episodes_from_eval 16.88±10.54
2025-12-30 10:46:18,561 | INFO | [default | seed 21] elapsed_time 00:26:41, episode 0026, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 16.65±10.97, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 17.27±10.54
2025-12-30 10:47:14,054 | INFO | [default | seed 21] elapsed_time 00:27:36, episode 0027, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 17.03±10.96, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 17.62±10.50
2025-12-30 10:48:19,083 | INFO | [default | seed 21] elapsed_time 00:28:42, episode 0028, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 17.27±10.84, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 17.90±10.43
2025-12-30 10:49:15,320 | INFO | [default | seed 21] elapsed_time 00:29:38, episode 0029, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 17.54±10.76, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0010, mean_reward_over_100_episodes_from_eval 18.16±10.34
2025-12-30 10:50:12,350 | INFO | [default | seed 21] elapsed_time 00:30:35, episode 0030, episode_env_steps 1001, episode_sum_max_reward_per_step 39.499999, episode_sum_max_abs_reward_per_step 39.499999, mean_reward_over_100_episodes_from_training 17.79±10.67, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 18.43±10.29
2025-12-30 10:51:08,000 | INFO | [default | seed 21] elapsed_time 00:31:30, episode 0031, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 18.09±10.63, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 18.65±10.20
2025-12-30 10:52:04,769 | INFO | [default | seed 21] elapsed_time 00:32:27, episode 0032, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 18.39±10.61, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0010, mean_reward_over_100_episodes_from_eval 18.84±10.10
2025-12-30 10:53:01,404 | INFO | [default | seed 21] elapsed_time 00:33:24, episode 0033, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 18.69±10.59, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0010, mean_reward_over_100_episodes_from_eval 19.12±10.08
2025-12-30 10:53:57,830 | INFO | [default | seed 21] elapsed_time 00:34:20, episode 0034, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 18.97±10.57, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0010, mean_reward_over_100_episodes_from_eval 19.46±10.13
2025-12-30 10:54:55,449 | INFO | [default | seed 21] elapsed_time 00:35:18, episode 0035, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 19.28±10.58, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0010, mean_reward_over_100_episodes_from_eval 19.75±10.14
2025-12-30 10:55:50,998 | INFO | [default | seed 21] elapsed_time 00:36:13, episode 0036, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 19.49±10.51, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0010, mean_reward_over_100_episodes_from_eval 20.03±10.14
2025-12-30 10:56:47,479 | INFO | [default | seed 21] elapsed_time 00:37:10, episode 0037, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 19.75±10.49, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0010, mean_reward_over_100_episodes_from_eval 20.17±10.04
2025-12-30 10:57:42,276 | INFO | [default | seed 21] elapsed_time 00:38:05, episode 0038, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 19.94±10.42, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0010, mean_reward_over_100_episodes_from_eval 20.48±10.09
2025-12-30 10:58:38,475 | INFO | [default | seed 21] elapsed_time 00:39:01, episode 0039, episode_env_steps 1001, episode_sum_max_reward_per_step 39.499999, episode_sum_max_abs_reward_per_step 39.499999, mean_reward_over_100_episodes_from_training 20.21±10.43, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0010, mean_reward_over_100_episodes_from_eval 20.80±10.16
2025-12-30 10:59:32,911 | INFO | [default | seed 21] elapsed_time 00:39:55, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 20.46±10.42, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0010, mean_reward_over_100_episodes_from_eval 20.96±10.09
